,SK_ID_CURR,TARGET
0,100001,0.0650511535036589
1,100005,0.1264008628620721
2,100013,0.0812388348175381
3,100028,0.06150936361445506
4,100038,0.12830764326246133
5,100042,0.05589356265430258
6,100057,0.08303505659957812
7,100065,0.12547014945404739
8,100066,0.050359062441853036
9,100067,0.10329456967704846
10,100074,0.0632456135874924
11,100090,0.11512749959390182
12,100091,0.11715822104511218
13,100092,0.09810110738049076
14,100106,0.15582105555336895
15,100107,0.1118127200329659
16,100109,0.09856982364431112
17,100117,0.0762164392545638
18,100128,0.07349350185004873
19,100141,0.08792808085047797
20,100150,0.07549698001080188
21,100168,0.0649948468652681
22,100169,0.044324958226132305
23,100170,0.08690339091889715
24,100171,0.09982796639888057
25,100172,0.12153726652090673
26,100184,0.07391717210447452
27,100187,0.061739081507788805
28,100212,0.08580741486609227
29,100222,0.08476303380360346
30,100223,0.06309495139766638
31,100232,0.07324641756621225
32,100241,0.14118941603018154
33,100245,0.07944665703268997
34,100253,0.06144341107720472
35,100256,0.09450552250060656
36,100271,0.0548331904729736
37,100278,0.10646984965464179
38,100280,0.07066897821557801
39,100306,0.15388845599462228
40,100311,0.10708583173122699
41,100312,0.06354206411778854
42,100330,0.07495907404325683
43,100331,0.0894773443603707
44,100352,0.09284457873378946
45,100358,0.09300646295957889
46,100367,0.08562889481562194
47,100382,0.08528106471159594
48,100384,0.07421528114337463
49,100385,0.11568043013464609
50,100386,0.09037798935695124
51,100399,0.07180169163277555
52,100404,0.0692637614287725
53,100416,0.07177980818878771
54,100422,0.12102744691321059
55,100426,0.0794346542050855
56,100438,0.0684541590471429
57,100444,0.11472582332051404
58,100445,0.12338752376867863
59,100446,0.11718791412933037
60,100447,0.06484685933662425
61,100450,0.07368489794081397
62,100466,0.08577776882932897
63,100483,0.07288528331888552
64,100484,0.052560838077373696
65,100494,0.08403868913148659
66,100510,0.12550612364273955
67,100512,0.059550916846472596
68,100517,0.0695516998008002
69,100548,0.058363705407433124
70,100551,0.07007066447882375
71,100552,0.12561887882021758
72,100553,0.08592070699338518
73,100561,0.09290545248633332
74,100568,0.1234982038373211
75,100569,0.06932599505218803
76,100591,0.09532500450649674
77,100592,0.0478670004799343
78,100602,0.1076153097821071
79,100607,0.0791573375212147
80,100613,0.08342402592094014
81,100617,0.07819070190652501
82,100618,0.0914086441033471
83,100622,0.1635419474665524
84,100625,0.12431263176237177
85,100677,0.08352778474211335
86,100699,0.07670660572911973
87,100702,0.1367798629986977
88,100711,0.08414673212557183
89,100729,0.13700498689615462
90,100740,0.11816033287164764
91,100744,0.1048265472005228
92,100745,0.10250459482496345
93,100747,0.10006022563221771
94,100751,0.11105572463681833
95,100752,0.08554727492674793
96,100753,0.1457135959780989
97,100754,0.0958495606319628
98,100760,0.10778869724450355
99,100762,0.094147659326635
100,100763,0.07689646213231555
101,100765,0.07605647559910421
102,100770,0.10165115911132168
103,100772,0.08600916255940472
104,100777,0.08513413574717506
105,100791,0.06889436622965475
106,100792,0.05947658166287268
107,100797,0.0881767537547674
108,100823,0.09451281696192217
109,100826,0.0920220414579593
110,100830,0.06687916893389156
111,100836,0.13168645541781848
112,100872,0.08325691765578369
113,100910,0.0881022195939579
114,100913,0.05843467780953748
115,100918,0.0793786467353847
116,100931,0.055147471849024084
117,100952,0.11949028480529321
118,100953,0.10172954239413715
119,100965,0.10498516324440436
120,100970,0.08125807408719679
121,100982,0.12076705043209846
122,100983,0.08480641018997771
123,100984,0.06855209535901977
124,100987,0.11510383336707532
125,100997,0.09121567065736018
126,100998,0.13140932190681162
127,101002,0.09746583153356282
128,101005,0.13453438709951482
129,101008,0.12053593394277917
130,101020,0.09440688168206633
131,101021,0.09105592060098767
132,101024,0.09414318667965502
133,101025,0.12711103422962236
134,101026,0.09416244449873656
135,101031,0.08579609370327174
136,101041,0.057216817984441476
137,101051,0.06411509120527614
138,101055,0.08877760222898101
139,101056,0.13112088317061932
140,101057,0.10187608479978882
141,101064,0.0728110665475082
142,101079,0.07948754488696322
143,101087,0.08834801209149978
144,101090,0.06424746086440272
145,101092,0.09062466161434936
146,101097,0.09630861490977705
147,101099,0.05557693052080138
148,101107,0.08948925292336833
149,101118,0.09101263913059841
150,101125,0.09791544727678902
151,101126,0.08149108478468292
152,101128,0.09538579307817156
153,101136,0.129970089669904
154,101140,0.10720188790181273
155,101149,0.07461143447731632
156,101160,0.08020977113151717
157,101169,0.11390470408143102
158,101181,0.07426691984170433
159,101186,0.05765661341740575
160,101190,0.09935317534686068
161,101193,0.11827633062849442
162,101194,0.08977073088165721
163,101198,0.09753728988346816
164,101200,0.07655872406535705
165,101204,0.09941226420334154
166,101211,0.08185972107005526
167,101213,0.08381076173089543
168,101223,0.07259101388072678
169,101225,0.09344779613202268
170,101237,0.07531944108282394
171,101243,0.07945522275754165
172,101244,0.10902938959099717
173,101258,0.06844657332981617
174,101259,0.15467265681652956
175,101268,0.10278010414570825
176,101269,0.06505812947658034
177,101271,0.1122744301962909
178,101279,0.07017851485663773
179,101281,0.08675545030959651
180,101287,0.07470331555638916
181,101292,0.09197170296561237
182,101294,0.07760337849291882
183,101296,0.06648767601102704
184,101297,0.08110229421754483
185,101299,0.061484733927169015
186,101301,0.0760256022284799
187,101305,0.07619891274800904
188,101308,0.06827367638008094
189,101318,0.05586963792807128
190,101327,0.11159211858804342
191,101329,0.10362561142012607
192,101332,0.06396691855061871
193,101337,0.09168784393150166
194,101343,0.06388734144858879
195,101345,0.08158181306324608
196,101346,0.08891070555660695
